S_DATE,DATA_STYLE,HOUR,包内数据时间,NORMAL_FILE_NUM,NOW_NUM,BEF_NUM,NORMAL_FILE_SIZE/MB,NOW_SIZE/MB,BEF_SIZE/MB,FILE_NUM<今-昨>,FILE_SIZE<今-昨>/MB,FILE_NUM_STATUS,FILE_SIZE_STATUS,PATH_NAME
2019-12-12 00:00:00,HW_4G_CM<OMC1>,00,23,11,11,11,369.36,357.26,355.16,0,-12.1,数量未变,大小波动小,/LTE/MOBILE/HUAWEI/OMC1/CM/
2019-12-12 00:00:00,HW_4G_CM<OMC1>,05,4,3,2,2,18.33,2.88,2.88,-1,-15.45,文件减少,大小波动小,/LTE/MOBILE/HUAWEI/OMC1/CM/
2019-12-12 00:00:00,HW_4G_CM<OMC2>,00,23,3,3,3,144.22,153.1,154.08,0,8.88,数量未变,大小波动小,/LTE/MOBILE/HUAWEI/OMC2/CM/
2019-12-12 00:00:00,NSN_4G_CM,00,23,5,5,5,591.51,606.85,606.25,0,15.34,数量未变,大小波动小,/LTE/MOBILE/NOKIA/OMC1/CM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,00,23,27,29,29,582.16,618.98,607.58,2,36.82,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,01,0,27,29,29,564.95,596.13,584.38,2,31.18,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,02,1,27,29,29,552.13,582.27,578.85,2,30.14,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,03,2,27,29,29,543.2,572.23,569.5,2,29.03,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,04,3,27,29,29,540.4,567.69,565.56,2,27.29,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,05,4,27,29,29,551.84,578.1,576.28,2,26.26,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,06,5,27,29,29,594.05,621.54,619.93,2,27.49,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,07,6,27,29,29,624.17,657.19,655.37,2,33.02,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,08,7,27,29,29,645.67,682.27,680.36,2,36.6,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,09,8,27,29,29,650.65,688.63,686.22,2,37.98,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,10,9,27,29,29,649.75,687.66,686.29,2,37.91,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,11,10,27,29,29,651.41,688.99,688.57,2,37.58,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,12,11,27,29,29,653.62,690.42,689.89,2,36.8,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,13,12,27,29,29,649.94,686.78,685.74,2,36.84,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,14,13,27,29,29,649.91,686.75,685.92,2,36.84,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,15,14,27,29,29,651.39,688.3,687.34,2,36.91,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,16,15,27,29,29,652.93,690.61,689.9,2,37.68,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,17,16,27,29,29,656.39,693.04,692.86,2,36.65,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,18,17,27,29,29,656.66,693.38,693.91,2,36.72,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,19,18,27,29,29,652.12,689.02,689.7,2,36.9,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,20,19,27,29,29,646.17,684.28,684.66,2,38.11,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,21,20,27,29,29,639.78,678.05,677.77,2,38.27,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,22,21,27,29,29,628.2,666.3,666.15,2,38.1,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC1>,23,22,27,29,29,608.31,644.71,644.51,2,36.4,文件增多,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC1/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC2>,00,23,3,3,3,98.85,112.25,112.42,0,13.4,数量未变,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC2/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC2>,01,0,3,3,3,95.81,107.7,107.79,0,11.89,数量未变,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC2/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC2>,02,1,3,3,3,93.38,105.34,105.5,0,11.96,数量未变,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC2/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC2>,03,2,3,3,3,91.79,103.54,103.82,0,11.75,数量未变,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC2/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC2>,04,3,3,3,3,91.14,102.76,103.11,0,11.62,数量未变,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC2/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC2>,05,4,3,3,3,92.57,104.13,104.49,0,11.56,数量未变,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC2/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC2>,06,5,3,3,3,98,110,110.39,0,12,数量未变,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC2/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC2>,07,6,3,3,3,102.1,115.03,115.48,0,12.93,数量未变,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC2/PM/
2019-12-12 00:00:00,HW_4G_PM<OMC2>,08,7,3,3,3,104.79,118.17,118.64,0,13.38,数量未变,大小波动小,/oradata/LTE/MOBILE/HUAWEI/OMC2/PM/
